uid,cards,notes,decks,presets
7550,13368,13190,277,2
7551,3401,3401,11,1
7552,6488,3162,291,2
7553,9938,9928,32,1
7555,1249,1118,81,1
7556,32613,25256,460,1
7557,3016,3016,150,1
7558,2196,2064,75,1
7559,13227,13053,270,1
7560,3396,3396,7,1
7561,55685,41693,68,4
7562,36055,31511,18,1
7563,49624,49540,4,1
7564,96162,58009,100,16
7565,3120,2921,128,1
7566,2225,2225,1,1
7567,5069,5069,74,1
7589,10345,5200,28,2
7590,38021,29216,291,1
7591,36832,30381,21,2
7592,5944,5944,5,2
7593,764,383,4,1
7594,3717,3717,99,1
7595,10539,6258,17,1
7596,23587,23482,33,1
7597,5173,5163,113,3
7598,227,211,5,1
7599,2556,2550,156,1
7600,1687,1383,15,1
7601,40632,35237,39,2
7602,17785,14616,322,1
7603,96808,95950,40,1
7604,3987,3987,4,1
7605,673,673,29,1
7606,618,309,2,1
7607,5311,5311,59,1
7608,54299,38864,431,1
7568,61666,49242,312,1
7569,1332,1332,13,1
7570,46020,37518,149,2
7571,50914,40796,64,3
7572,4627,4627,149,1
7573,3495,3363,12,2
7574,36410,32533,1076,1
7575,8773,8773,944,1
7576,96494,84480,445,1
7577,1856,1856,1,1
7578,10780,10779,288,6
7579,1547,1547,7,1
7580,17055,17054,96,1
7581,1843,1574,80,1
7582,12761,9090,335,2
7583,3228,2542,19,1
7584,4276,2928,139,1
7585,1631,1005,7,1
7586,43254,34705,56,1
7588,886,433,4,2
7609,7488,3553,336,3
7610,34659,28095,36,3
7611,41687,32455,25,1
7612,24021,22228,335,5
7613,21919,18515,157,3
7614,11882,7349,716,1
7615,1465,988,19,1
7616,2579,1298,19,1
7617,858,858,1,1
7618,16200,8418,457,1
7619,4508,4283,16,1
7620,39243,31279,226,1
7621,229,229,1,1
7622,80982,64813,1651,4
7623,4400,3979,134,1
7624,14761,13294,27,1
7625,5270,5270,2,2
7626,40591,40591,1749,1
7627,14318,14317,202,1
7628,4673,4673,13,6
7629,8902,8449,87,1
7630,1792,1792,24,2
7631,4086,4085,391,1
7632,34624,19197,53,1
7633,84,84,5,1
7634,2725,2725,20,1
7635,1568,1568,3,2
7636,67277,52458,263,1
7637,110574,93258,961,1
7638,3111,3111,1,1
7639,16141,15884,10,2
7640,5231,5231,28,1
7641,39887,24923,25,1
7642,6155,3364,12,1
7643,17573,16188,26,1
7644,4767,4556,28,1
7645,3204,2025,29,5
7646,2332,2332,29,1
7647,1451,1451,89,1
7648,1017,1017,14,1
7649,125955,85520,748,3
7650,26620,21127,717,4
7651,1879,1138,65,1
7652,20040,14506,1101,1
7653,1849,1352,11,1
7654,12271,11150,106,1
7655,67983,24929,188,1
7656,1089,1089,21,1
7657,709,709,18,1
7658,39378,38372,389,1
7659,32012,27655,1867,1
7660,72515,59561,83,1
7661,11468,11459,18,9
7662,11624,11450,10,1
7663,1384,1381,265,1
7664,197631,140536,76,20
7665,1014,1014,19,1
7666,15292,15078,17,12
7667,110948,44269,46,4
7668,13217,10712,6,2
7669,35514,29464,82,1
7670,3756,2914,9,4
7671,33161,25099,448,3
7672,28974,19973,36,5
7673,4739,4739,15,5
7674,10913,7879,46,1
7675,2311,1823,23,1
7676,47034,38282,72,1
7677,3510,1787,5,1
7678,118218,100055,1115,1
7679,51748,44828,4,1
7680,5692,5692,26,1
7681,1092,546,1,1
7682,8068,5642,6,1
7683,3621,3595,51,1
7684,2798,2445,42,1
7685,16852,14065,433,1
7686,18423,12484,13,4
7687,43829,35101,63,1
7688,401,401,2,2
7729,1109,1090,12,1
7730,1408,727,5,2
7731,21867,21071,294,2
7732,3871,3871,7,1
7733,1105,1083,38,1
7734,12446,10689,71,3
7735,35492,26157,170,3
7736,7425,7425,3,1
7737,24766,24766,42,1
7738,139970,106418,612,3
7739,49079,40207,170,2
7740,8220,7782,5,1
7741,2725,1394,19,1
7742,4766,4766,9,3
7743,1077,944,5,1
7744,2097,2097,2,1
7745,7874,7712,285,1
7746,13234,12691,1677,3
7747,18205,14779,231,1
7748,9376,7033,22,3
7709,9644,9479,147,1
7710,3846,3846,2,2
7711,11790,11397,110,1
7712,50260,40721,543,1
7713,20633,11200,32,4
7714,6331,4992,35,1
7715,12433,8893,6,5
7716,10126,10126,75,2
7717,14165,11620,19,1
7718,44426,35484,147,2
7719,20036,17887,642,1
7720,75917,52426,1027,2
7721,13854,6826,16,1
7722,2147,2045,20,1
7723,35761,29290,3,1
7724,56227,44963,819,3
7725,29822,29147,645,1
7726,71131,51473,103,1
7727,4563,4470,38,2
7728,30459,20524,476,1
7689,226109,223623,18,12
7690,16346,8846,73,1
7691,145,98,4,1
7692,20744,16180,591,1
7693,2976,2976,125,1
7694,19325,9921,3,3
7695,2746,2484,28,1
7696,47242,36583,1770,3
7697,5309,2885,7,1
7698,13094,4041,113,1
7699,4527,4527,56,1
7700,4796,4796,4,1
7701,9914,8628,223,1
7702,34066,29165,38,6
7703,13433,13059,442,1
7704,970,799,36,1
7705,52560,44728,1215,1
7706,15032,13869,6,1
7707,53036,41551,105,1
7708,18769,18706,1086,1
7749,1455,1447,10,4
7750,141,137,5,1
7751,15082,15082,10,3
7752,28880,13009,105,4
7753,11339,11286,117,1
7754,2267,1453,14,6
7755,3602,2739,7,2
7756,108646,68385,2016,1
7757,16513,8512,3,2
7758,32775,24346,60,34
7759,44222,41309,1501,1
7760,15640,11438,298,2
7761,1338,1338,16,1
7762,1165,1165,2,1
7763,43016,37633,117,12
7764,3929,3928,332,1
7765,19495,18682,18,5
7766,18645,12772,261,2
7767,3606,3269,95,1
7768,22509,8991,13,9
7769,4564,4564,13,1
7770,1257,1257,18,1
7771,4275,4272,60,1
7772,4821,4821,3,1
7773,56230,45830,818,1
7774,43,43,1,1
7775,9817,9546,63,1
7776,52910,33550,106,1
7777,15390,10857,208,2
7778,3042,3035,32,1
7779,1909,1887,8,1
7780,31386,31386,2,1
7781,2243,1700,10,1
7782,2343,945,7,4
7783,69021,56236,271,29
7784,6071,4062,1,1
7785,1068,1068,60,1
7786,18388,18259,341,1
7787,4195,4195,3,2
7788,5520,5515,13,1
7789,4118,3479,111,2
7790,4330,4330,6,2
7791,4077,4057,4,1
7792,1624,1624,25,1
7793,8333,8291,223,2
7794,10570,10568,149,1
7795,1298,1020,20,2
7796,45779,38164,694,6
7797,1589,795,46,1
7798,5638,5635,211,1
7799,54500,17520,59,4
7800,21743,20729,132,1
7801,3098,3098,4,4
7802,2970,2967,9,1
7803,22334,19187,61,1
7804,51033,25517,12,3
7805,15,15,1,1
7806,22723,19373,348,2
7807,119045,100208,1660,4
7808,9317,9317,4,2
7809,13631,7415,9,1
7811,2572,2570,29,1
7812,9238,7161,3,1
7813,35454,28761,1,1
7814,2102,1585,46,1
7815,18529,14575,155,6
7816,7646,7646,129,1
7817,35321,21320,48,3
7818,24321,17802,7,4
7819,1000,1000,1,1
7820,106377,89968,1822,3
7821,6916,6916,108,1
7822,1002,1002,14,1
7823,3300,3300,59,1
7824,4683,4683,49,1
7825,8573,8573,5,4
7826,25504,17124,22,2
7827,43254,34705,56,1
7828,10575,5356,47,2
7829,19518,10835,19,1
7870,18202,13833,80,1
7871,4907,4907,75,1
7872,2813,2460,43,1
7873,28497,23744,100,8
7874,48675,39910,93,1
7875,1420,1420,1,1
7876,2796,2444,42,1
7877,750,516,20,1
7878,6255,1255,158,1
7879,1837,1837,10,1
7880,7925,7925,1,1
7881,14463,13537,387,2
7882,4391,4391,1,1
7883,1356,1356,5,1
7884,63,63,6,1
7885,3426,2781,5,2
7886,121,121,2,1
7887,8263,6627,28,1
7888,63732,54196,1568,1
7889,12756,6545,6,2
7850,967,967,49,1
7851,1864,932,24,1
7852,5717,4347,42,2
7853,16356,13298,11,1
7854,20287,20287,8,5
7855,4757,4757,4,2
7856,1110,1110,3,1
7857,12632,12611,139,4
7858,6186,6186,7,1
7859,75175,62704,960,1
7860,29719,25721,162,1
7861,198,198,8,1
7862,36591,33237,655,6
7863,2099,2099,12,1
7864,9441,9275,653,1
7865,4215,4215,81,1
7866,10829,9292,83,1
7867,8299,6485,91,2
7868,286,286,10,1
7869,1491,1452,42,1
7830,42153,35643,58,1
7831,21845,20162,56,1
7832,26189,16693,600,1
7833,4208,2104,50,1
7834,10923,7484,364,1
7835,6500,6500,1,1
7836,3240,3240,2,1
7837,5999,5999,2,1
7838,36895,36895,115,1
7839,361,361,2,1
7840,5590,5573,101,4
7841,350,176,4,1
7842,64537,53122,157,1
7843,46060,34920,60,1
7844,65182,56711,102,1
7845,571,571,7,1
7846,81500,70490,266,1
7847,24425,23985,208,1
7848,28997,25307,200,2
7849,9356,8282,67,1
7890,16315,13812,151,1
7891,2483,2432,2,2
7892,8357,4493,74,1
7893,201,201,6,1
7894,10472,7398,309,10
7895,1230,1230,111,1
7896,12023,11278,132,1
7897,30411,28719,831,1
7898,2352,2160,20,1
7899,1266,852,15,1
7900,9043,5872,7,4
7901,112065,91483,60,9
7902,1982,1982,14,1
7903,10406,9122,263,1
7904,5089,5079,19,1
7905,9667,9163,260,1
7906,6071,6071,18,1
7907,55721,41990,122,1
7908,39615,39615,42,1
7909,4,3,1,1
7910,9998,9259,72,2
7911,54714,45855,366,1
7912,3734,3734,68,1
7913,2170,2170,25,1
7914,11777,11777,36,3
7915,10595,7387,6,3
7916,1966,1948,9,1
7917,469,310,6,1
7919,15500,13095,74,4
7920,17368,9271,48,6
7921,50257,39552,104,1
7923,2834,2834,2,1
7924,1139,578,6,1
7926,18402,10902,95,1
7927,15004,15004,4,3
7928,12996,12743,641,1
7929,29546,18944,63,2
7930,5768,5768,51,5
7931,1457,1457,14,1
7932,2643,2643,54,1
7933,2,1,1,1
7934,29160,23442,269,1
7935,1042,1042,21,1
7936,38806,35038,592,1
7937,6071,6047,449,1
7938,83532,42283,42,2
7939,1504,1504,64,1
7940,57991,47805,506,1
7941,2946,2768,271,1
7942,6163,6156,126,1
7943,49460,41734,435,2
7944,7982,7981,29,1
7945,5636,5636,14,1
7946,64730,52709,619,1
7947,8875,7913,156,1
7948,503,503,2,1
7949,2114,1960,6,1
7950,108940,101052,58,13
7951,6940,6866,5,3
7952,23725,15277,141,1
7953,28207,17933,17,4
7954,738,738,2,2
7955,39355,21636,35,1
7956,6114,6056,8,5
7957,48963,40934,2428,3
7958,8720,8719,23,2
7959,27299,22008,8,2
7960,1269,1269,1,1
7961,5192,3416,8,4
7962,7217,6335,104,1
7963,17305,17305,8,8
7964,419,419,2,1
7965,8165,7438,9,1
7966,34750,34750,43,1
7967,5719,3776,22,1
7968,20770,19477,275,2
7969,8966,8615,17,1
7970,1549,1549,12,1
7971,17581,9356,27,1
7972,4280,4280,17,5
7973,2915,2250,44,1
7974,783,783,44,1
7975,14521,7361,35,3
7976,18652,7621,43,2
7977,31789,13482,9,8
7978,8832,8825,93,1
7979,7219,7211,66,1
7980,6192,6190,437,1
7981,1935,1935,2,1
7982,6942,6942,7,1
7983,6496,6496,2,2
7984,57082,45535,990,1
7985,3532,3487,128,1
7986,6636,5946,68,1
7987,14256,8851,13,5
7988,516,516,14,1
7989,2522,2522,1,1
7990,15889,15889,34,4
7991,7918,7894,240,1
7992,1440,1440,2,1
8013,38709,33315,301,1
8014,6596,5925,5,1
8015,24168,22470,137,1
8016,5967,3006,19,1
8017,1638,1315,3,3
8018,20065,20064,145,9
8019,12695,7784,4,1
8020,15477,11842,10,1
8021,8808,7993,65,1
8022,315,315,31,1
8023,14163,13506,5,2
8024,442,442,18,1
8025,1283,1283,13,1
8026,4775,2388,9,1
8027,100601,88740,2093,2
8028,128,128,2,1
8029,6784,3919,11,3
8030,66,66,7,1
8031,2881,2881,110,1
8032,2160,1098,2,1
7993,2543,1607,34,1
7994,60684,53934,25,1
7995,38439,37386,371,1
7996,1245,1245,6,1
7997,9682,9337,64,1
7998,17770,17770,276,2
7999,1208,1063,15,1
8000,19683,11733,4,1
8001,84190,65293,388,4
8002,35148,28697,2,1
8003,21603,19425,8,3
8004,172,172,4,1
8005,29188,29188,293,9
8006,27210,18540,263,1
8007,12415,7643,2,2
8008,37872,36746,456,1
8009,12279,12279,66,5
8010,45803,36555,296,1
8011,7400,6366,30,3
8012,8613,8613,18,1
8053,2364,2364,157,1
8054,34137,27636,29,1
8055,3257,3257,78,3
8056,19202,17974,423,7
8057,11421,10633,23,2
8058,15303,11977,145,1
8059,3206,2854,43,1
8060,32945,32944,35,3
8061,25586,12793,22,6
8062,6855,4150,190,1
8063,12563,10540,13,1
8065,10732,5366,9,2
8066,2694,2694,11,3
8067,2110,2110,4,2
8068,21357,17759,120,1
8069,10251,10219,5,1
8070,908,820,42,1
8071,42461,34333,122,1
8072,65900,51385,50,1
8073,3002,3000,13,2
8033,22997,22824,23,3
8034,4404,2202,1,1
8035,113453,113453,116,1
8036,284,284,1,1
8037,35053,27817,146,1
8038,35683,28968,4,2
8039,678,678,3,1
8040,1330,1328,47,1
8041,502,502,8,4
8042,16521,14090,10,7
8043,46528,43238,357,2
8044,98978,83244,531,1
8045,13969,13472,755,1
8046,41996,33781,86,1
8047,5936,5628,371,1
8048,53436,53033,2065,22
8049,1562,1380,32,1
8050,19519,17431,9,2
8051,1378,689,12,1
8052,6262,6128,84,1
8074,2304,368,2,2
8075,14434,10951,360,1
8076,39973,32779,43,1
8077,19467,11162,240,1
8078,70225,56678,359,1
8079,39636,35738,214,2
8080,24413,16397,106,2
8081,4757,4248,105,1
8082,1469,1469,9,2
8083,1360,1360,2,2
8084,1402,1402,1,1
8085,1276,1276,43,1
8086,44898,35490,72,1
8087,70006,56159,2425,41
8088,10330,10090,25,17
8089,7414,5768,12,1
8090,16199,12359,62,2
8091,21042,19670,94,1
8092,9406,9406,76,2
8093,3868,2101,6,4
8154,2378,2252,9,1
8155,46946,22752,316,3
8156,9417,8509,3,1
8157,25425,10565,25,1
8158,6147,4995,3,1
8159,3195,3189,5,4
8160,1035,813,6,1
8161,39032,34894,366,1
8162,1835,1794,59,1
8163,9433,4836,2,1
8164,60343,45076,553,1
8165,17707,16800,488,1
8166,7238,6508,108,1
8167,4356,4150,105,1
8168,1815,1434,35,3
8169,1220,1220,17,1
8170,24,24,1,1
8171,1456,1456,1,1
8172,806,806,4,1
8173,28969,15831,115,4
8134,7367,6805,188,1
8135,6580,3290,2,1
8136,39827,32216,17,3
8137,54982,46345,112,1
8138,6053,5066,150,1
8139,4686,4660,31,1
8140,4580,2240,3,1
8141,10914,7726,346,1
8142,2645,2155,10,1
8143,2946,2636,128,1
8144,25257,23476,386,1
8145,4190,2357,13,1
8146,186,186,10,1
8147,2535,1300,4,1
8148,21469,18578,33,1
8149,44544,35327,18,1
8150,171325,144788,702,9
8151,724,584,7,1
8152,2088,2088,2,1
8153,1768,1767,60,1
8114,86870,56281,48,3
8115,688,688,3,1
8116,798,798,2,1
8117,88599,73979,355,2
8118,20705,11960,81,10
8119,44527,35157,181,1
8120,9814,6505,491,2
8121,12116,11607,480,1
8122,1741,1736,37,1
8123,54,49,5,1
8124,2107,2107,1,1
8125,1972,1972,74,1
8126,24990,24963,14,2
8127,13378,5072,7,4
8128,14346,12146,6,5
8129,31751,22706,816,1
8130,70072,51796,307,1
8131,2406,2406,42,1
8132,793,398,9,1
8133,203739,151254,990,2
8094,6422,6159,87,1
8095,167012,124287,2165,1
8096,22591,19010,573,1
8097,40418,32078,609,3
8098,25211,25211,12,2
8099,13059,12411,337,1
8100,2152,2152,17,1
8101,1218,1218,45,1
8102,8413,7413,3,3
8103,1212,1212,3,1
8104,46508,35845,106,2
8105,39114,29616,110,3
8106,50953,39543,524,1
8107,10031,6792,56,1
8108,131945,111210,776,1
8109,10602,5184,32,1
8110,56691,44431,735,3
8111,837,837,6,1
8112,1000,1000,1,1
8113,9424,9387,12,1
8174,34972,28531,1,1
8175,7764,7585,280,1
8176,2764,1503,6,1
8177,40176,32774,67,1
8178,2783,2783,103,1
8179,16,10,2,1
8180,15433,15424,35,7
8181,9836,9421,19,2
8182,1253,1253,1,1
8183,22232,22159,150,1
8184,1418,1418,28,1
8185,5314,5314,111,1
8186,2475,1371,6,1
8187,2,2,1,0
8188,36793,29382,58,1
8189,21500,21186,21,2
8190,1496,1481,37,1
8191,80213,62601,377,2
8192,6196,3464,3,1
8193,701,700,1,1
8194,1848,1848,29,1
8195,1615,1606,106,1
8196,6,6,1,1
8197,3114,3114,270,1
8198,4901,4084,35,4
8199,17021,15955,1067,2
8200,37367,33683,447,1
8201,48340,37150,58,1
8202,480,480,7,2
8203,5804,5804,62,1
8204,5548,2258,15,6
8205,20809,12486,131,4
8206,43258,34705,56,1
8207,18396,14854,38,2
8208,6061,6061,146,1
8209,38356,30703,105,2
8210,71926,68645,15,5
8211,19117,17343,263,1
8212,37958,28358,16,2
8213,3038,3038,115,2
8214,19711,10917,7,2
8215,54368,44927,34,3
8216,5825,4247,12,2
8217,41326,26747,417,1
8218,14628,12982,50,4
8219,7400,7073,81,5
8220,183,183,20,1
8221,8339,8179,98,1
8222,84071,69145,653,13
8223,4435,4151,16,1
8224,88081,57580,534,2
8225,40757,40271,16,5
8226,54759,42226,256,1
8227,49204,41051,137,2
8228,208,208,6,1
8229,77729,64053,375,2
8230,2448,1261,40,1
8231,8301,7371,167,1
8232,16034,10397,10,4
8233,5196,5196,13,5
8234,47897,39807,671,1
8235,8861,8685,249,1
8236,14667,14107,195,5
8237,67844,50239,490,1
8238,2799,2799,45,1
8239,16984,16562,689,1
8240,57264,42616,309,1
8241,1016,403,2,1
8242,3890,3890,36,1
8243,56763,46889,214,3
8244,14222,11282,46,1
8245,7675,7435,217,1
8246,4243,4243,11,1
8247,4660,4660,143,1
8248,179,173,29,1
8249,11726,9290,82,1
8250,30187,23276,4,1
8251,8083,8083,348,1
8252,15528,8036,3,1
8253,7532,6486,168,3
8295,42475,34822,66,3
8296,1160,1159,55,1
8297,1521,984,3,1
8298,9552,9552,65,2
8299,16651,10977,11,3
8300,30398,27261,371,6
8301,4228,2599,65,1
8302,9097,7559,37,17
8303,1053,1053,11,1
8304,15655,15655,37,1
8305,8815,8812,3,1
8306,4219,4219,73,1
8307,71708,57951,905,1
8308,4575,3939,64,1
8309,7738,5405,26,1
8310,8860,7165,21,1
8311,8157,8157,5,5
8312,1832,1829,1,1
8313,4980,4408,131,1
8314,13367,6780,29,3
8275,10221,9849,505,1
8276,7477,6800,185,2
8277,22294,20635,345,3
8278,6946,6907,15,1
8279,11352,10792,331,1
8280,4846,3096,6,1
8281,33202,24693,113,1
8282,581,441,15,1
8283,59312,49087,491,4
8284,1605,1605,2,1
8285,1083,882,5,4
8286,9861,9861,3,1
8287,15745,13251,27,1
8288,15017,12437,87,1
8289,7989,7989,2,1
8290,1051,1040,20,1
8291,71383,61189,335,2
8292,43353,34720,104,1
8293,16629,16600,948,1
8294,89634,70528,888,2
8315,5999,5999,1,1
8316,4899,4899,409,1
8317,6872,6872,186,1
8318,58895,47337,113,2
8319,10618,10122,101,1
8320,25636,21166,5,2
8321,14322,12288,137,1
8322,7503,6111,63,1
8323,82699,71135,230,3
8324,9175,4811,347,2
8325,371,365,22,1
8326,20786,16259,582,1
8327,34899,34268,1658,1
8328,37918,26606,73,5
8329,4343,4343,156,1
8330,3796,3638,81,1
8331,11353,8713,448,1
8332,19460,17711,80,1
8333,20013,19821,321,2
8334,4955,2967,2,1
8254,7111,7111,23,3
8255,61090,46270,233,1
8257,366033,363039,99,1
8258,2734,2734,54,1
8259,3692,3640,24,1
8260,5524,5514,18,1
8261,35129,28693,2,2
8262,1375,1121,50,2
8263,10451,10451,7,2
8264,1343,1343,8,1
8265,3863,3863,45,1
8266,406,406,42,1
8267,4759,4759,131,20
8268,4214,3756,190,1
8269,1733,1680,118,4
8270,174349,162460,6353,1
8271,9610,7377,54,1
8272,12426,11620,94,1
8273,3445,1972,17,1
8274,387,372,9,1
8335,66898,36741,33,3
8336,5341,2891,9,2
8337,25148,20590,30,1
8338,759,742,6,1
8339,3763,3758,57,1
8340,18068,18068,155,1
8341,26134,25802,21,1
8342,6725,6723,44,1
8343,73977,62692,138,1
8344,1163,1161,27,1
8345,13981,8624,69,6
8346,10783,7146,9,2
8347,10446,8261,267,1
8348,6323,6121,43,8
8349,15290,15290,1010,1
8350,13965,13938,189,1
8351,6593,5294,20,2
8352,58938,48684,1166,10
8353,33722,24492,44,1
8354,47243,29971,20,1
8355,50239,31957,54,7
8356,8189,4275,10,2
8357,40114,26358,583,1
8358,4013,4013,322,1
8359,14880,14880,17,1
8360,10395,10395,85,3
8361,4477,4473,38,1
8362,10337,10063,196,2
8363,2051,2051,41,1
8364,2482,2461,11,2
8365,37664,37664,43,1
8366,1704,674,6,1
8367,18445,15152,118,2
8368,857,825,9,1
8369,9619,8329,93,2
8370,8193,6560,171,1
8371,13275,13275,141,3
8372,24143,21631,22,1
8373,4137,3943,149,1
8374,5322,5191,17,1
8375,9961,9961,698,1
8376,3722,1861,3,1
8377,121809,95034,993,4
8378,50957,41764,62,1
8379,3286,3240,123,2
8380,4554,4344,210,1
8381,992,987,6,1
8382,3187,3187,99,1
8383,5774,4980,133,1
8384,17464,9064,6,3
8385,9521,9499,395,1
8386,692,692,1,1
8387,2868,2680,18,1
8388,5653,5651,203,1
8389,15588,15588,213,3
8390,31989,28674,599,1
8391,12831,12597,224,4
8392,1778,1467,24,1
8393,5674,5671,47,1
8394,22807,22807,10,1
8395,53449,44868,77,1
8396,62347,47763,261,1
8397,14340,4912,7,2
8398,29758,29736,43,1
8399,3128,3106,38,3
8400,869,371,3,2
8401,5570,3945,10,3
8402,126,126,5,1
8403,8569,6782,12,1
8404,1278,1278,9,2
8405,21626,14982,8,1
8406,43873,33135,62,3
8407,57474,36718,74,5
8408,62516,46729,294,3
8409,15389,12738,103,1
8410,2743,1856,7,1
8411,29230,20174,102,11
8412,14436,10298,33,1
8413,10932,4633,8,1
8414,20520,15114,2938,2
8437,8000,7952,51,2
8438,35884,34698,441,1
8439,43900,35173,58,1
8440,15636,13206,14,1
8441,45684,38029,60,2
8442,11857,10641,247,1
8443,7913,7913,7,2
8444,21097,20865,133,1
8445,14109,14109,32,2
8446,4169,1381,3,1
8447,2512,2512,3,2
8448,42831,35164,103,1
8449,48070,39760,664,1
8450,4816,3452,43,4
8451,4136,2571,11,1
8452,23635,21534,567,1
8453,19396,19111,199,1
8454,39272,33230,224,1
8455,43188,35409,101,2
8456,30968,23557,58,1
8457,164,164,13,2
8458,892,880,107,1
8459,6589,6589,2,1
8460,92664,64795,236,2
8461,31707,23466,27,1
8462,111513,95611,11,1
8463,17186,17186,113,3
8464,86234,74728,221,1
8465,686,686,58,1
8466,10958,10956,603,1
8467,6573,3890,13,1
8468,13147,13147,230,2
8469,4871,1174,38,1
8470,5318,4337,168,1
8471,10447,8066,19,1
8472,1747,1747,52,1
8473,35334,28863,2,1
8474,43139,34814,129,1
8475,17338,14220,529,1
8476,12839,12839,8,1
8415,64622,53178,425,1
8416,10947,9308,74,1
8417,15546,12091,201,1
8418,3759,3705,4,1
8419,10002,8767,4,1
8420,11495,8627,29,2
8421,21269,20665,74,19
8422,1180,1180,29,1
8423,40710,32889,327,1
8424,4983,3870,19,1
8425,32153,30140,15,1
8426,131939,99753,1276,1
8427,29,29,6,1
8428,2120,2120,31,1
8429,13758,13639,295,2
8430,5156,5156,175,1
8431,64437,45446,18,8
8432,12357,5090,443,2
8433,12211,10899,11,2
8434,23801,18136,47,1
8477,1370,1370,10,1
8478,33658,25519,79,1
8479,11094,10801,11,1
8480,17768,15662,527,2
8481,2739,2739,2,1
8482,13705,13658,10,1
8483,18223,18223,17,3
8484,3325,1625,134,2
8485,1670,1670,6,1
8486,3490,2888,15,3
8487,52671,43740,883,1
8488,3527,3527,4,3
8489,7984,7983,26,2
8490,14640,6699,17,1
8491,2198,2198,195,1
8492,18501,17039,73,3
8493,3202,2232,53,1
8494,72567,63714,1095,3
8495,11703,11522,346,54
8496,3534,1971,8,4
8497,20595,19922,270,1
8498,74822,63258,192,3
8499,15591,15468,233,1
8500,136,136,1,1
8501,8820,7822,133,1
8502,17311,17234,995,1
8503,423,423,3,1
8504,113688,90783,1013,1
8505,1108,1051,6,2
8506,65385,49242,802,1
8507,2675,2675,8,1
8508,4483,3701,17,1
8509,113028,68690,847,3
8510,5435,1714,40,1
8511,11179,7070,27,3
8512,9222,9218,203,4
8513,13997,13996,765,1
8514,11003,9964,264,2
8515,42314,32678,144,1
8516,23559,16238,289,2
8517,58574,45898,1069,2
8518,45715,36601,50,1
8519,23493,19071,456,2
8520,709,709,60,1
8521,49383,41488,56,2
8522,59121,51219,324,1
8523,1400,1400,29,1
8524,2196,1314,5,2
8525,35217,31151,175,1
8526,1732,1584,16,1
8527,6008,6008,19,5
8528,562,562,44,1
8529,17209,15151,509,1
8530,19771,18987,709,1
8531,23167,19277,37,6
8532,42094,33956,94,1
8533,14473,8829,84,1
8534,95877,73662,1342,2
8535,72410,55946,950,1
8536,10779,10778,86,1
8597,25053,23214,554,1
8598,8821,7616,407,1
8599,10097,10097,70,2
8600,12992,7849,61,6
8601,6051,5125,4,1
8602,6200,6200,6,2
8603,13108,13108,4,3
8604,7215,7119,256,2
8605,4520,4520,7,1
8606,1891,1517,6,1
8607,16324,16324,10,1
8608,1516,1516,29,1
8609,3134,2064,124,1
8610,778,778,2,1
8611,14595,14595,40,1
8612,3959,2889,25,1
8613,2202,1101,3,1
8614,619,619,2,2
8615,11435,3887,9,1
8616,4033,2017,21,1
8537,2133,2007,2,1
8538,35040,32258,293,2
8539,18266,7279,9,1
8540,11993,11347,123,1
8541,14018,14018,4,1
8542,846,818,10,1
8543,719,719,1,1
8544,8595,3284,634,1
8545,2997,2997,137,2
8546,1716,1022,2,1
8547,8014,6278,50,4
8548,266,266,8,1
8549,890,890,150,1
8550,63026,49870,308,1
8551,56068,46793,117,3
8552,41767,41468,834,1
8553,1914,1914,28,1
8554,19309,15166,310,1
8555,50,50,1,1
8556,38997,30195,269,3
8557,67005,51518,588,1
8558,7624,7483,30,1
8559,22707,22667,527,1
8560,40251,35335,40,1
8561,59441,47899,178,1
8562,46028,37189,89,1
8563,604,604,1,1
8564,19697,19697,33,6
8565,6337,6337,335,1
8566,33191,32613,641,1
8567,30969,18699,326,4
8568,7454,7420,631,1
8569,3342,3342,3,1
8570,2897,927,5,1
8571,9673,8654,68,1
8572,1308,1308,82,1
8573,1332,1332,51,2
8574,2682,2536,69,1
8575,62386,51548,137,1
8576,1473,1473,1,1
8577,60307,34678,18,4
8578,69133,59501,565,1
8579,19892,19886,973,1
8580,1434,1434,1,1
8581,1745,1600,52,1
8582,47580,47580,2042,4
8583,13672,8693,53,2
8584,3460,3130,44,3
8585,12605,8009,66,1
8586,75511,29239,177,6
8587,754,672,72,1
8588,57675,44504,320,1
8589,19467,16272,33,1
8590,2796,2444,42,1
8591,1928,1762,92,1
8592,12611,11227,192,1
8593,6582,6582,21,1
8594,44321,35435,58,1
8595,22290,14723,780,1
8596,50742,42043,83,1
8617,3962,3962,6,1
8619,4562,3443,3,2
8620,1562,1462,24,1
8621,16724,16724,211,1
8622,635,255,3,1
8623,32880,32685,19,2
8624,1669,1450,7,1
8625,2157,2157,7,1
8626,1200,1200,60,1
8627,78385,41479,38,3
8628,6400,1854,984,1
8629,48569,36838,58,2
8630,25778,23287,347,2
8631,100690,33906,26,6
8632,1359,1359,13,1
8633,370,306,13,1
8634,11298,10681,708,2
8635,57428,39643,771,1
8636,6766,6407,80,2
8637,5550,4160,41,2
8678,51229,46125,672,1
8679,57041,48492,220,1
8680,3871,3871,7,1
8681,22503,15885,18,1
8682,1292,1292,27,1
8683,1417,1417,17,1
8684,11515,11515,10,1
8685,6475,6469,148,2
8686,159,159,14,1
8687,43523,41119,73,2
8688,498,498,102,1
